id_contrato;data_concessao;id_cliente;cliente_nome;estado;regiao;canal_origem;tipo_credito;valor_emprestimo;taxa_juros_anual;prazo_meses;score_credito;faixa_score;renda_mensal;parcela_estimada;comprometimento_renda_pct;dias_atraso;status_contrato;categoria_risco;perda_estimada_npl
CTR-50379;2024-07-22;CLI-10129;Cliente_10129;RJ;Sudeste;Correspondente Bancário;Financiamento Veicular;168480.99;0.2442;36;746;Bom (650-749);4712.67;6647.2;141.05;15;Atraso Curto (1-30d);Risco Moderado (C/D);8424.05
CTR-50380;2024-11-20;CLI-10130;Cliente_10130;CE;Nordeste;App Mobile;Empréstimo Empresarial PJ;160875.09;0.143;36;504;Baixo / Alto Risco (<550);25595.62;5521.8;21.57;90;Atraso Crítico (31-90d);Alto Risco (E/F);40218.77
CTR-50381;2023-09-14;CLI-10131;Cliente_10131;SP;Sudeste;App Mobile;Cartão de Crédito rotativo;2235.98;0.6759;36;492;Baixo / Alto Risco (<550);21676.2;146.29;0.67;45;Atraso Crítico (31-90d);Alto Risco (E/F);559.0
CTR-50382;2023-05-29;CLI-10132;Cliente_10132;SC;Sul;App Mobile;Crédito Pessoal;33663.6;0.4134;36;784;Excelente (750-850);21763.6;1645.99;7.56;5;Atraso Curto (1-30d);Risco Moderado (C/D);1683.18
CTR-50383;2024-04-21;CLI-10133;Cliente_10133;BA;Nordeste;Agência Física;Financiamento Imobiliário;295398.37;0.1132;48;631;Médio (550-649);18301.51;7680.71;41.97;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50384;2024-05-26;CLI-10134;Cliente_10134;PR;Sul;App Mobile;Cartão de Crédito rotativo;15268.84;0.7785;48;727;Bom (650-749);31685.11;1041.54;3.29;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50385;2025-07-25;CLI-10135;Cliente_10135;RS;Sul;Correspondente Bancário;Crédito Pessoal;20734.37;0.1844;12;739;Bom (650-749);17565.05;1905.27;10.85;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50386;2025-05-04;CLI-10136;Cliente_10136;MG;Sudeste;Internet Banking;Crédito Pessoal;9502.53;0.3146;48;690;Bom (650-749);6743.87;350.26;5.19;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50387;2025-05-09;CLI-10137;Cliente_10137;SC;Sul;Agência Física;Crédito Pessoal;10478.56;0.3806;36;336;Baixo / Alto Risco (<550);22799.25;492.33;2.16;15;Atraso Curto (1-30d);Risco Moderado (C/D);523.93
CTR-50388;2023-06-15;CLI-10138;Cliente_10138;SP;Sudeste;App Mobile;Empréstimo Empresarial PJ;243023.7;0.231;12;461;Baixo / Alto Risco (<550);32059.25;22874.51;71.35;15;Atraso Curto (1-30d);Risco Moderado (C/D);12151.19
CTR-50389;2025-05-17;CLI-10139;Cliente_10139;ES;Sudeste;App Mobile;Crédito Pessoal;2642.74;0.4191;48;669;Bom (650-749);21705.35;114.3;0.53;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50390;2024-06-07;CLI-10140;Cliente_10140;BA;Nordeste;Correspondente Bancário;Crédito Pessoal;18372.07;0.2999;24;407;Baixo / Alto Risco (<550);5028.47;1027.14;20.43;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);14697.66
CTR-50391;2025-05-15;CLI-10141;Cliente_10141;SP;Sudeste;App Mobile;Empréstimo Empresarial PJ;343979.97;0.149;12;632;Médio (550-649);3995.26;31030.82;776.69;45;Atraso Crítico (31-90d);Alto Risco (E/F);85994.99
CTR-50392;2024-12-30;CLI-10142;Cliente_10142;ES;Sudeste;Internet Banking;Financiamento Veicular;162980.71;0.1711;60;699;Bom (650-749);31716.51;4060.14;12.8;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50393;2024-01-25;CLI-10143;Cliente_10143;RJ;Sudeste;Correspondente Bancário;Empréstimo Empresarial PJ;415677.2;0.1747;36;342;Baixo / Alto Risco (<550);11139.74;14917.44;133.91;15;Atraso Curto (1-30d);Risco Moderado (C/D);20783.86
CTR-50394;2023-02-10;CLI-10144;Cliente_10144;GO;Centro-Oeste;App Mobile;Cartão de Crédito rotativo;3437.15;0.6582;36;638;Médio (550-649);34842.24;220.83;0.63;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50395;2025-07-02;CLI-10145;Cliente_10145;SC;Sul;Internet Banking;Crédito Pessoal;7636.81;0.3468;60;456;Baixo / Alto Risco (<550);19387.13;269.47;1.39;15;Atraso Curto (1-30d);Risco Moderado (C/D);381.84
CTR-50396;2024-02-11;CLI-10146;Cliente_10146;SP;Sudeste;Internet Banking;Financiamento Imobiliário;743954.39;0.1169;48;483;Baixo / Alto Risco (<550);7465.38;19478.13;260.91;15;Atraso Curto (1-30d);Risco Moderado (C/D);37197.72
CTR-50397;2024-04-20;CLI-10147;Cliente_10147;ES;Sudeste;Correspondente Bancário;Crédito Pessoal;34961.43;0.4032;60;480;Baixo / Alto Risco (<550);25260.39;1362.25;5.39;45;Atraso Crítico (31-90d);Alto Risco (E/F);8740.36
CTR-50398;2023-06-13;CLI-10148;Cliente_10148;SC;Sul;Internet Banking;Crédito Pessoal;31944.05;0.3491;24;803;Excelente (750-850);4644.88;1867.81;40.21;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50399;2024-06-26;CLI-10149;Cliente_10149;ES;Sudeste;Internet Banking;Financiamento Veicular;118316.55;0.2018;36;707;Bom (650-749);16590.66;4407.93;26.57;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50400;2023-11-14;CLI-10150;Cliente_10150;SP;Sudeste;App Mobile;Empréstimo Empresarial PJ;261695.37;0.1496;48;771;Excelente (750-850);10226.96;7277.87;71.16;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50401;2025-02-13;CLI-10151;Cliente_10151;GO;Centro-Oeste;App Mobile;Financiamento Imobiliário;773444.0;0.1138;60;573;Médio (550-649);19700.75;16963.49;86.11;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50402;2025-07-06;CLI-10152;Cliente_10152;ES;Sudeste;Internet Banking;Cartão de Crédito rotativo;16601.53;0.4609;36;815;Excelente (750-850);5249.38;858.75;16.36;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50403;2024-12-13;CLI-10153;Cliente_10153;MG;Sudeste;App Mobile;Empréstimo Empresarial PJ;236502.06;0.1907;60;761;Excelente (750-850);32031.16;6144.11;19.18;5;Atraso Curto (1-30d);Risco Moderado (C/D);11825.1
CTR-50404;2024-12-12;CLI-10154;Cliente_10154;ES;Sudeste;Correspondente Bancário;Crédito Pessoal;6190.55;0.3739;48;575;Médio (550-649);3794.32;250.27;6.6;10;Atraso Curto (1-30d);Risco Moderado (C/D);309.53
CTR-50405;2024-09-27;CLI-10155;Cliente_10155;SP;Sudeste;Correspondente Bancário;Empréstimo Empresarial PJ;410195.72;0.2336;60;652;Bom (650-749);13653.71;11648.61;85.31;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50406;2023-10-14;CLI-10156;Cliente_10156;SC;Sul;Correspondente Bancário;Financiamento Veicular;78795.4;0.1427;60;684;Bom (650-749);11750.18;1844.48;15.7;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50407;2023-10-28;CLI-10157;Cliente_10157;ES;Sudeste;Agência Física;Financiamento Veicular;150402.91;0.2774;36;445;Baixo / Alto Risco (<550);15609.91;6200.1;39.72;15;Atraso Curto (1-30d);Risco Moderado (C/D);7520.15
CTR-50408;2025-04-06;CLI-10158;Cliente_10158;CE;Nordeste;App Mobile;Financiamento Imobiliário;845689.55;0.0913;360;481;Baixo / Alto Risco (<550);25573.68;6883.86;26.92;15;Atraso Curto (1-30d);Risco Moderado (C/D);42284.48
CTR-50409;2024-08-24;CLI-10159;Cliente_10159;CE;Nordeste;Correspondente Bancário;Empréstimo Empresarial PJ;155213.32;0.1767;12;733;Bom (650-749);6851.46;14205.59;207.34;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);124170.66
CTR-50410;2025-08-10;CLI-10160;Cliente_10160;ES;Sudeste;Internet Banking;Crédito Pessoal;12923.43;0.3912;24;543;Baixo / Alto Risco (<550);17723.58;784.63;4.43;90;Atraso Crítico (31-90d);Alto Risco (E/F);3230.86
CTR-50411;2023-11-11;CLI-10161;Cliente_10161;MG;Sudeste;Internet Banking;Cartão de Crédito rotativo;4682.21;0.731;12;686;Bom (650-749);19819.39;561.29;2.83;5;Atraso Curto (1-30d);Risco Moderado (C/D);234.11
CTR-50412;2024-01-23;CLI-10162;Cliente_10162;CE;Nordeste;Correspondente Bancário;Cartão de Crédito rotativo;8646.38;0.763;36;714;Bom (650-749);28810.75;616.81;2.14;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50413;2023-11-05;CLI-10163;Cliente_10163;PE;Nordeste;Correspondente Bancário;Financiamento Veicular;165260.59;0.2495;60;548;Baixo / Alto Risco (<550);14754.46;4845.77;32.84;10;Atraso Curto (1-30d);Risco Moderado (C/D);8263.03
CTR-50414;2024-10-08;CLI-10164;Cliente_10164;SP;Sudeste;Internet Banking;Cartão de Crédito rotativo;3852.46;0.8028;24;775;Excelente (750-850);30105.84;326.8;1.09;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50415;2025-04-12;CLI-10165;Cliente_10165;DF;Centro-Oeste;Agência Física;Financiamento Veicular;157944.29;0.1468;48;602;Médio (550-649);14334.57;4370.13;30.49;10;Atraso Curto (1-30d);Risco Moderado (C/D);7897.21
CTR-50416;2023-05-29;CLI-10166;Cliente_10166;SC;Sul;Agência Física;Empréstimo Empresarial PJ;198753.01;0.2357;24;441;Baixo / Alto Risco (<550);27857.54;10465.68;37.57;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50417;2023-01-30;CLI-10167;Cliente_10167;SC;Sul;App Mobile;Empréstimo Empresarial PJ;257571.65;0.1683;24;493;Baixo / Alto Risco (<550);3668.65;12713.9;346.56;15;Atraso Curto (1-30d);Risco Moderado (C/D);12878.58
CTR-50418;2024-07-11;CLI-10168;Cliente_10168;ES;Sudeste;App Mobile;Financiamento Veicular;156403.61;0.1604;48;545;Baixo / Alto Risco (<550);3496.39;4435.73;126.87;15;Atraso Curto (1-30d);Risco Moderado (C/D);7820.18
CTR-50419;2025-02-11;CLI-10169;Cliente_10169;SC;Sul;Correspondente Bancário;Cartão de Crédito rotativo;4161.5;0.7152;48;541;Baixo / Alto Risco (<550);30174.22;264.45;0.88;35;Atraso Crítico (31-90d);Alto Risco (E/F);1040.38
CTR-50420;2024-05-25;CLI-10170;Cliente_10170;DF;Centro-Oeste;Agência Física;Cartão de Crédito rotativo;18759.64;0.4869;48;512;Baixo / Alto Risco (<550);6176.44;893.62;14.47;10;Atraso Curto (1-30d);Risco Moderado (C/D);937.98
CTR-50421;2023-11-23;CLI-10171;Cliente_10171;RS;Sul;Internet Banking;Financiamento Veicular;26297.66;0.2553;36;392;Baixo / Alto Risco (<550);23104.35;1052.98;4.56;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);21038.13
CTR-50422;2024-02-01;CLI-10172;Cliente_10172;RJ;Sudeste;App Mobile;Cartão de Crédito rotativo;6068.33;0.7355;24;686;Bom (650-749);33444.09;489.3;1.46;20;Atraso Curto (1-30d);Risco Moderado (C/D);303.42
CTR-50423;2025-05-30;CLI-10173;Cliente_10173;ES;Sudeste;Internet Banking;Financiamento Veicular;30640.35;0.2697;48;696;Bom (650-749);18327.8;1049.9;5.73;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50424;2023-12-30;CLI-10174;Cliente_10174;MG;Sudeste;Agência Física;Crédito Pessoal;23362.04;0.3279;60;681;Bom (650-749);22218.17;796.36;3.58;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50425;2023-03-14;CLI-10175;Cliente_10175;RJ;Sudeste;Correspondente Bancário;Financiamento Veicular;50489.88;0.1618;36;686;Bom (650-749);10167.28;1779.56;17.5;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50426;2023-03-25;CLI-10176;Cliente_10176;PE;Nordeste;App Mobile;Crédito Pessoal;16272.45;0.1898;36;572;Médio (550-649);11235.97;596.32;5.31;10;Atraso Curto (1-30d);Risco Moderado (C/D);813.62
CTR-50427;2025-08-06;CLI-10177;Cliente_10177;RS;Sul;Internet Banking;Financiamento Veicular;117364.58;0.2108;48;489;Baixo / Alto Risco (<550);15229.38;3639.33;23.9;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50428;2024-07-09;CLI-10178;Cliente_10178;GO;Centro-Oeste;Correspondente Bancário;Financiamento Veicular;126636.74;0.1918;48;522;Baixo / Alto Risco (<550);29107.39;3798.49;13.05;90;Atraso Crítico (31-90d);Alto Risco (E/F);31659.19
CTR-50429;2025-07-17;CLI-10179;Cliente_10179;SP;Sudeste;Correspondente Bancário;Financiamento Imobiliário;884901.57;0.0917;72;439;Baixo / Alto Risco (<550);3027.31;16025.59;529.37;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);707921.26
CTR-50430;2024-08-04;CLI-10180;Cliente_10180;BA;Nordeste;App Mobile;Financiamento Veicular;76948.04;0.235;36;751;Excelente (750-850);11362.65;2998.73;26.39;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50431;2025-06-16;CLI-10181;Cliente_10181;PR;Sul;App Mobile;Crédito Pessoal;33601.93;0.3535;12;524;Baixo / Alto Risco (<550);7841.39;3364.81;42.91;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50432;2025-01-09;CLI-10182;Cliente_10182;RJ;Sudeste;Correspondente Bancário;Crédito Pessoal;32680.58;0.3641;48;437;Baixo / Alto Risco (<550);33281.07;1301.59;3.91;15;Atraso Curto (1-30d);Risco Moderado (C/D);1634.03
CTR-50433;2023-08-29;CLI-10183;Cliente_10183;PE;Nordeste;Agência Física;Crédito Pessoal;8671.72;0.235;36;551;Médio (550-649);18289.32;337.94;1.85;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50434;2025-05-06;CLI-10184;Cliente_10184;MG;Sudeste;App Mobile;Financiamento Imobiliário;705734.06;0.1165;48;481;Baixo / Alto Risco (<550);8448.28;18463.64;218.55;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50435;2024-04-21;CLI-10185;Cliente_10185;ES;Sudeste;Internet Banking;Financiamento Imobiliário;491263.28;0.1133;360;464;Baixo / Alto Risco (<550);7815.66;4801.32;61.43;15;Atraso Curto (1-30d);Risco Moderado (C/D);24563.16
CTR-50436;2023-06-03;CLI-10186;Cliente_10186;MG;Sudeste;Agência Física;Financiamento Imobiliário;565016.41;0.0977;72;406;Baixo / Alto Risco (<550);18478.54;10401.99;56.29;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50437;2023-08-11;CLI-10187;Cliente_10187;BA;Nordeste;App Mobile;Cartão de Crédito rotativo;18192.26;0.6151;12;634;Médio (550-649);3287.43;2067.14;62.88;15;Atraso Curto (1-30d);Risco Moderado (C/D);909.61
CTR-50438;2024-11-16;CLI-10188;Cliente_10188;SP;Sudeste;Correspondente Bancário;Financiamento Imobiliário;763279.46;0.0893;24;843;Excelente (750-850);18529.99;34845.72;188.05;45;Atraso Crítico (31-90d);Alto Risco (E/F);190819.86
CTR-50439;2024-09-07;CLI-10189;Cliente_10189;PE;Nordeste;Correspondente Bancário;Financiamento Veicular;173783.78;0.2133;36;358;Baixo / Alto Risco (<550);29828.91;6576.8;22.05;45;Atraso Crítico (31-90d);Alto Risco (E/F);43445.94
CTR-50440;2023-06-07;CLI-10190;Cliente_10190;BA;Nordeste;Agência Física;Financiamento Veicular;128022.44;0.1478;12;343;Baixo / Alto Risco (<550);32051.9;11541.8;36.01;45;Atraso Crítico (31-90d);Alto Risco (E/F);32005.61
CTR-50441;2023-07-28;CLI-10191;Cliente_10191;MG;Sudeste;Correspondente Bancário;Financiamento Veicular;110016.45;0.2229;36;838;Excelente (750-850);23506.7;4218.1;17.94;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50442;2024-04-24;CLI-10192;Cliente_10192;GO;Centro-Oeste;Internet Banking;Financiamento Veicular;176576.82;0.2445;48;534;Baixo / Alto Risco (<550);12680.57;5800.74;45.75;45;Atraso Crítico (31-90d);Alto Risco (E/F);44144.21
CTR-50443;2023-03-24;CLI-10193;Cliente_10193;PE;Nordeste;Correspondente Bancário;Empréstimo Empresarial PJ;482930.07;0.1314;24;340;Baixo / Alto Risco (<550);33388.22;22991.15;68.86;15;Atraso Curto (1-30d);Risco Moderado (C/D);24146.5
CTR-50444;2023-06-28;CLI-10194;Cliente_10194;PR;Sul;Agência Física;Financiamento Imobiliário;762982.53;0.104;24;449;Baixo / Alto Risco (<550);17924.68;35348.8;197.21;15;Atraso Curto (1-30d);Risco Moderado (C/D);38149.13
CTR-50445;2025-06-23;CLI-10195;Cliente_10195;DF;Centro-Oeste;App Mobile;Financiamento Imobiliário;453709.63;0.1218;24;671;Bom (650-749);7838.92;21395.85;272.94;15;Atraso Curto (1-30d);Risco Moderado (C/D);22685.48
CTR-50446;2024-01-18;CLI-10196;Cliente_10196;SP;Sudeste;Internet Banking;Empréstimo Empresarial PJ;492573.86;0.197;12;676;Bom (650-749);12933.5;45558.64;352.25;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);394059.09
CTR-50447;2023-08-30;CLI-10197;Cliente_10197;MG;Sudeste;Correspondente Bancário;Cartão de Crédito rotativo;9960.97;0.5426;12;465;Baixo / Alto Risco (<550);5105.21;1093.74;21.42;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50448;2025-04-30;CLI-10198;Cliente_10198;SP;Sudeste;Correspondente Bancário;Empréstimo Empresarial PJ;81134.31;0.1961;36;590;Médio (550-649);16992.04;2999.14;17.65;90;Atraso Crítico (31-90d);Alto Risco (E/F);20283.58
CTR-50449;2023-08-12;CLI-10199;Cliente_10199;PE;Nordeste;Correspondente Bancário;Empréstimo Empresarial PJ;497743.11;0.242;60;480;Baixo / Alto Risco (<550);21574.72;14376.9;66.64;45;Atraso Crítico (31-90d);Alto Risco (E/F);124435.78
CTR-50450;2023-10-16;CLI-10200;Cliente_10200;BA;Nordeste;Internet Banking;Financiamento Imobiliário;191588.72;0.1009;36;615;Médio (550-649);16272.8;6190.13;38.04;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50451;2024-02-13;CLI-10201;Cliente_10201;BA;Nordeste;App Mobile;Cartão de Crédito rotativo;15141.31;0.814;36;539;Baixo / Alto Risco (<550);13696.97;1133.85;8.28;10;Atraso Curto (1-30d);Risco Moderado (C/D);757.07
CTR-50452;2024-05-26;CLI-10202;Cliente_10202;GO;Centro-Oeste;App Mobile;Crédito Pessoal;5195.33;0.446;60;535;Baixo / Alto Risco (<550);5772.78;217.44;3.77;10;Atraso Curto (1-30d);Risco Moderado (C/D);259.77
CTR-50453;2023-03-09;CLI-10203;Cliente_10203;PR;Sul;App Mobile;Financiamento Veicular;106639.47;0.1553;36;745;Bom (650-749);8500.73;3724.43;43.81;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50454;2025-02-03;CLI-10204;Cliente_10204;SC;Sul;App Mobile;Financiamento Imobiliário;828641.74;0.1252;36;777;Excelente (750-850);27483.16;27729.02;100.89;15;Atraso Curto (1-30d);Risco Moderado (C/D);41432.09
CTR-50455;2023-03-27;CLI-10205;Cliente_10205;GO;Centro-Oeste;App Mobile;Crédito Pessoal;6398.24;0.3262;36;832;Excelente (750-850);31242.15;280.88;0.9;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50456;2023-08-27;CLI-10206;Cliente_10206;DF;Centro-Oeste;Agência Física;Cartão de Crédito rotativo;9182.57;0.7229;48;715;Bom (650-749);20102.22;588.69;2.93;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50457;2024-10-15;CLI-10207;Cliente_10207;PR;Sul;Correspondente Bancário;Financiamento Veicular;42759.47;0.1415;36;679;Bom (650-749);10259.12;1464.53;14.28;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50458;2024-06-09;CLI-10208;Cliente_10208;BA;Nordeste;Correspondente Bancário;Empréstimo Empresarial PJ;462083.66;0.2356;12;326;Baixo / Alto Risco (<550);27955.58;43596.11;155.95;45;Atraso Crítico (31-90d);Alto Risco (E/F);115520.91
CTR-50459;2024-02-18;CLI-10209;Cliente_10209;DF;Centro-Oeste;App Mobile;Financiamento Imobiliário;902769.58;0.1184;36;721;Bom (650-749);31497.14;29915.93;94.98;45;Atraso Crítico (31-90d);Alto Risco (E/F);225692.39
CTR-50460;2023-08-06;CLI-10210;Cliente_10210;DF;Centro-Oeste;Internet Banking;Financiamento Veicular;112884.29;0.1682;48;620;Médio (550-649);13525.98;3246.78;24.0;90;Atraso Crítico (31-90d);Alto Risco (E/F);28221.07
CTR-50461;2023-11-26;CLI-10211;Cliente_10211;BA;Nordeste;Correspondente Bancário;Financiamento Imobiliário;511211.57;0.0973;24;638;Médio (550-649);27524.54;23526.16;85.47;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);408969.26
CTR-50462;2024-09-23;CLI-10212;Cliente_10212;GO;Centro-Oeste;Correspondente Bancário;Financiamento Imobiliário;262172.86;0.1094;24;636;Médio (550-649);3132.04;12212.01;389.91;15;Atraso Curto (1-30d);Risco Moderado (C/D);13108.64
CTR-50463;2024-09-11;CLI-10213;Cliente_10213;RS;Sul;Agência Física;Financiamento Imobiliário;301469.29;0.1148;60;700;Bom (650-749);24289.8;6627.07;27.28;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50464;2024-04-09;CLI-10214;Cliente_10214;DF;Centro-Oeste;Internet Banking;Empréstimo Empresarial PJ;50182.1;0.2398;12;553;Médio (550-649);9276.93;4744.71;51.15;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);40145.68
CTR-50465;2025-06-13;CLI-10215;Cliente_10215;PE;Nordeste;App Mobile;Financiamento Veicular;30688.53;0.1908;60;487;Baixo / Alto Risco (<550);4132.54;797.43;19.3;45;Atraso Crítico (31-90d);Alto Risco (E/F);7672.13
CTR-50466;2025-08-08;CLI-10216;Cliente_10216;BA;Nordeste;Correspondente Bancário;Financiamento Imobiliário;790654.94;0.112;120;627;Médio (550-649);11436.99;10980.98;96.01;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50467;2023-02-28;CLI-10217;Cliente_10217;MG;Sudeste;Agência Física;Financiamento Imobiliário;728842.76;0.1373;60;577;Médio (550-649);9644.12;16857.05;174.79;45;Atraso Crítico (31-90d);Alto Risco (E/F);182210.69
CTR-50468;2023-10-07;CLI-10218;Cliente_10218;MG;Sudeste;App Mobile;Crédito Pessoal;19653.72;0.4056;36;773;Excelente (750-850);16742.37;951.98;5.69;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50469;2024-03-02;CLI-10219;Cliente_10219;RS;Sul;Correspondente Bancário;Cartão de Crédito rotativo;11259.66;0.5968;36;645;Médio (550-649);12496.33;678.14;5.43;90;Atraso Crítico (31-90d);Alto Risco (E/F);2814.91
CTR-50470;2024-03-29;CLI-10220;Cliente_10220;BA;Nordeste;Internet Banking;Crédito Pessoal;25208.53;0.4301;24;352;Baixo / Alto Risco (<550);10811.16;1583.71;14.65;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);20166.82
CTR-50471;2025-02-08;CLI-10221;Cliente_10221;PR;Sul;App Mobile;Crédito Pessoal;17995.91;0.2011;24;632;Médio (550-649);6214.03;916.88;14.75;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50472;2024-01-12;CLI-10222;Cliente_10222;MG;Sudeste;App Mobile;Financiamento Veicular;84933.22;0.2788;12;823;Excelente (750-850);12029.29;8191.58;68.1;15;Atraso Curto (1-30d);Risco Moderado (C/D);4246.66
CTR-50473;2024-01-23;CLI-10223;Cliente_10223;MG;Sudeste;Correspondente Bancário;Financiamento Veicular;122266.54;0.2715;36;352;Baixo / Alto Risco (<550);5062.0;5001.4;98.8;45;Atraso Crítico (31-90d);Alto Risco (E/F);30566.63
CTR-50474;2025-05-10;CLI-10224;Cliente_10224;RJ;Sudeste;Correspondente Bancário;Financiamento Imobiliário;480394.41;0.1229;36;637;Médio (550-649);34259.3;16022.59;46.77;15;Atraso Curto (1-30d);Risco Moderado (C/D);24019.72
CTR-50475;2025-02-14;CLI-10225;Cliente_10225;GO;Centro-Oeste;Agência Física;Financiamento Veicular;97473.81;0.1677;24;385;Baixo / Alto Risco (<550);15483.87;4808.56;31.06;15;Atraso Curto (1-30d);Risco Moderado (C/D);4873.69
CTR-50476;2023-11-17;CLI-10226;Cliente_10226;SC;Sul;App Mobile;Empréstimo Empresarial PJ;260485.65;0.1381;48;363;Baixo / Alto Risco (<550);8148.56;7093.35;87.05;45;Atraso Crítico (31-90d);Alto Risco (E/F);65121.41
CTR-50477;2025-01-07;CLI-10227;Cliente_10227;MG;Sudeste;Agência Física;Financiamento Imobiliário;602413.16;0.1313;72;456;Baixo / Alto Risco (<550);34169.89;12134.28;35.51;45;Atraso Crítico (31-90d);Alto Risco (E/F);150603.29
CTR-50478;2025-07-17;CLI-10228;Cliente_10228;MG;Sudeste;Correspondente Bancário;Empréstimo Empresarial PJ;486578.03;0.2137;48;786;Excelente (750-850);34492.64;15164.23;43.96;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50479;2024-07-02;CLI-10229;Cliente_10229;RS;Sul;App Mobile;Financiamento Imobiliário;438136.95;0.1183;72;379;Baixo / Alto Risco (<550);5385.1;8526.98;158.34;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);350509.56
CTR-50480;2023-06-19;CLI-10230;Cliente_10230;ES;Sudeste;Internet Banking;Crédito Pessoal;17266.84;0.3077;36;355;Baixo / Alto Risco (<550);31850.27;740.31;2.32;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);13813.47
CTR-50481;2023-02-19;CLI-10231;Cliente_10231;DF;Centro-Oeste;App Mobile;Cartão de Crédito rotativo;18552.1;0.5159;48;655;Bom (650-749);33922.0;919.51;2.71;5;Atraso Curto (1-30d);Risco Moderado (C/D);927.61
CTR-50482;2024-12-25;CLI-10232;Cliente_10232;ES;Sudeste;App Mobile;Cartão de Crédito rotativo;8618.43;0.5677;24;430;Baixo / Alto Risco (<550);33139.72;608.33;1.84;15;Atraso Curto (1-30d);Risco Moderado (C/D);430.92
CTR-50483;2023-10-30;CLI-10233;Cliente_10233;RS;Sul;Agência Física;Crédito Pessoal;17835.67;0.2802;60;631;Médio (550-649);7424.91;555.54;7.48;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50484;2023-09-19;CLI-10234;Cliente_10234;CE;Nordeste;Agência Física;Crédito Pessoal;34440.14;0.2738;24;471;Baixo / Alto Risco (<550);23455.16;1879.5;8.01;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50485;2025-07-19;CLI-10235;Cliente_10235;PR;Sul;App Mobile;Empréstimo Empresarial PJ;203407.15;0.1721;36;808;Excelente (750-850);17023.69;7273.3;42.72;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50486;2023-12-02;CLI-10236;Cliente_10236;MG;Sudeste;Agência Física;Empréstimo Empresarial PJ;284455.72;0.1849;36;412;Baixo / Alto Risco (<550);10884.34;10353.81;95.13;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);227564.58
CTR-50487;2024-04-01;CLI-10237;Cliente_10237;PE;Nordeste;Correspondente Bancário;Financiamento Imobiliário;629118.72;0.1285;360;846;Excelente (750-850);20255.2;6885.63;33.99;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50488;2025-04-27;CLI-10238;Cliente_10238;PR;Sul;Correspondente Bancário;Financiamento Imobiliário;711383.19;0.1361;36;711;Bom (650-749);7829.63;24178.86;308.81;45;Atraso Crítico (31-90d);Alto Risco (E/F);177845.8
