ID_Contrato;Data_Concessao;Cliente_Nome;Estado;Canal_Origem;Tipo_Credito;Valor_Emprestimo_Bruto;Taxa_Juros_Anual;Prazo_Meses;Score_Credito;Renda_Mensal;Dias_Atraso;Status_Contrato
CTR-50345;10/06/2024;Cliente_10095;ce;Agência Física;Empréstimo Empresarial PJ;272904,97;0,2222;12;658;19917,04;95;Inadimplente / NPL (>90d)
CTR-50346;2023-05-19;Cliente_10096;BA;App Mobile;Financiamento Veicular;159717,14;0,2778;24;737;24808,62;5;Atraso Curto (1-30d)
CTR-50347;2023-11-07;Cliente_10097;RJ;Agência Física;Empréstimo Empresarial PJ;208930,94;0,2483;36;540;4741,41;0;Em Dia
CTR-50348;10/06/2023;Cliente_10098;PE;Internet Banking;financiamento imobiliário;499211,67;0,1221;360;700;17905,8;0;Em Dia
CTR-50349;2025-01-20;Cliente_10099;SC;Internet Banking;Credito Pessoal;18048,9;0,4045;48;682;34556,91;0;Em Dia
CTR-50350;2024-10-19;Cliente_10100;PE;Correspondente Bancário;Empréstimo Empresarial PJ;84298,22;0,2404;60;540;18545,01;0;Em Dia
CTR-50351;2024-12-09;Cliente_10101;BA;Agência Física;crédito pessoal;17476,68;0,3172;12;437;8994,9;45;Atraso Crítico (31-90d)
CTR-50352;07/02/2023;Cliente_10102;PR;Internet Banking;Financiamento Imobiliário;693746,44;0,1194;24;721;25376,27;15;Atraso Curto (1-30d)
CTR-50353;31/07/2023;Cliente_10103; MG ;Internet Banking;Financiamento Imobiliário;523304,56;0,1006;60;630;13244,77;45;Atraso Crítico (31-90d)
CTR-50354;2025-02-27;Cliente_10104; MG ;Correspondente Bancário;financiamento imobiliário;225634,37;0,1333;60;543;34373,51;35;Atraso Crítico (31-90d)
CTR-50355;2023-04-22;Cliente_10105;BA;Internet Banking;crédito pessoal;11377,19;0,3369;36;612;4726,0;35;Atraso Crítico (31-90d)
CTR-50356;27/04/2023;Cliente_10106;MG;Agência Física;Empréstimo Empresarial PJ;81440,98;0,1504;60;372;25669,67;0;Em Dia
CTR-50357;2024-06-14;Cliente_10107;SC;App Mobile;Credito Pessoal;18807,78;0,2716;48;485;22241,04;15;Atraso Curto (1-30d)
CTR-50358;08/12/2024;Cliente_10108;GO;App Mobile;Financiamento Imobiliário;832765,07;0,0887;360;598;22908,95;0;Em Dia
CTR-50359;28/01/2024;Cliente_10109;SC;Agência Física;Cartão de Credito rotativo;6892,6;0,4696;24;656;13193,21;0;Em Dia
CTR-50360;2024-01-03;Cliente_10110;BA;Internet Banking;Financiamento Imobiliário;237931,21;0,1321;72;673;10576,15;15;Atraso Curto (1-30d)
CTR-50361;2024-03-18;Cliente_10111;RJ;Internet Banking;Credito Pessoal;4624,79;0,2355;12;757;6887,02;0;Em Dia
CTR-50362;11/01/2025;Cliente_10112;GO;App Mobile;Financiamento Imobiliário;580698,62;0,1165;60;442;9168,79;15;Atraso Curto (1-30d)
CTR-50363;2023-02-26;Cliente_10113;RJ;App Mobile;cartão de crédito rotativo;13018,91;0,677;60;566;13619,85;0;Em Dia
CTR-50364;16/05/2023;Cliente_10114;SC;Correspondente Bancário;Financiamento Veicular;66881,01;0,1458;36;646;11336,63;10;Atraso Curto (1-30d)
CTR-50365;18/07/2024;Cliente_10115;GO;Internet Banking;Financiamento Veicular;160756,88;0,2297;12;675;33240,18;15;Atraso Curto (1-30d)
CTR-50366;21/12/2023;Cliente_10116;RS;Correspondente Bancário;Credito Pessoal;29554,76;0,2499;24;407;22134,53;15;Atraso Curto (1-30d)
CTR-50367;2023-07-31;Cliente_10117; PE ;Agência Física;Empréstimo Empresarial PJ;253646,43;0,2129;36;672;18467,31;120;Inadimplente / NPL (>90d)
CTR-50368;2025-04-26;Cliente_10118;sp;Internet Banking;crédito pessoal;16120,9;0,2147;60;719;3244,96;0;Em Dia
CTR-50369;05/05/2024;Cliente_10119;RJ;Agência Física;Financiamento Veicular;37132,74;0,1705;36;600;4172,24;10;Atraso Curto (1-30d)
CTR-50370;2023-10-14;Cliente_10120; PE ;Internet Banking;Cartão de Credito rotativo;19184,93;0,6996;36;391;8432,75;0;Em Dia
CTR-50371;2024-10-13;Cliente_10121; CE ;Correspondente Bancário;empréstimo empresarial pj;312114,39;0,1884;36;781;10917,76;120;Inadimplente / NPL (>90d)
CTR-50372;2024-12-19;Cliente_10122;GO;Correspondente Bancário;Credito Pessoal;29579,11;0,1894;24;702;29983,61;0;Em Dia
CTR-50373;2025-01-31;Cliente_10123;RS;Internet Banking;Credito Pessoal;22436,92;0,2415;12;528;27034,61;0;Em Dia
CTR-50374;03/10/2023;Cliente_10124;SP;Correspondente Bancário;Credito Pessoal;17979,27;0,33;12;768;3708,53;45;Atraso Crítico (31-90d)
CTR-50375;20/12/2023;Cliente_10125;ce;Agência Física;Credito Pessoal;14693,48;0,1974;60;402;19991,89;95;Inadimplente / NPL (>90d)
CTR-50376;2023-05-25;Cliente_10126;MG;Correspondente Bancário;Financiamento Veicular;72315,95;0,2335;12;561;24937,48;10;Atraso Curto (1-30d)
CTR-50377;04/11/2023;Cliente_10127;es;Correspondente Bancário;Financiamento Veicular;107639,29;0,2252;12;584;10015,45;15;Atraso Curto (1-30d)
CTR-50378;2025-08-31;Cliente_10128;RS;Internet Banking;cartão de crédito rotativo;3981,01;0,7279;48;335;4060,11;45;Atraso Crítico (31-90d)
CTR-50379;22/07/2024;Cliente_10129;RJ;Correspondente Bancário;Financiamento Veicular;168480,99;0,2442;36;746;4712,67;15;Atraso Curto (1-30d)
CTR-50380;20/11/2024;Cliente_10130;CE;App Mobile;Empréstimo Empresarial PJ;160875,09;0,143;36;504;25595,62;90;Atraso Crítico (31-90d)
CTR-50381;14/09/2023;Cliente_10131;sp;App Mobile;Cartão de Credito rotativo;2235,98;0,6759;36;492;21676,2;45;Atraso Crítico (31-90d)
CTR-50382;29/05/2023;Cliente_10132;SC;App Mobile;Credito Pessoal;33663,6;0,4134;36;784;21763,6;5;Atraso Curto (1-30d)
CTR-50383;21/04/2024;Cliente_10133; BA ;Agência Física;Financiamento Imobiliário;295398,37;0,1132;48;631;18301,51;0;Em Dia
CTR-50384;2024-05-26;Cliente_10134;PR;App Mobile;cartão de crédito rotativo;15268,84;0,7785;48;727;31685,11;0;Em Dia
CTR-50385;2025-07-25;Cliente_10135;RS;Correspondente Bancário;crédito pessoal;20734,37;0,1844;12;739;17565,05;0;Em Dia
CTR-50386;2025-05-04;Cliente_10136; MG ;Internet Banking;Credito Pessoal;9502,53;0,3146;48;690;6743,87;0;Em Dia
CTR-50387;09/05/2025;Cliente_10137;SC;Agência Física;Credito Pessoal;10478,56;0,3806;36;336;22799,25;15;Atraso Curto (1-30d)
CTR-50388;15/06/2023;Cliente_10138;SP;App Mobile;empréstimo empresarial pj;243023,7;0,231;12;461;32059,25;15;Atraso Curto (1-30d)
CTR-50389;2025-05-17;Cliente_10139;ES;App Mobile;Credito Pessoal;2642,74;0,4191;48;669;21705,35;0;Em Dia
CTR-50390;2024-06-07;Cliente_10140;BA;Correspondente Bancário;Credito Pessoal;18372,07;0,2999;24;407;5028,47;120;Inadimplente / NPL (>90d)
CTR-50391;15/05/2025;Cliente_10141;SP;App Mobile;empréstimo empresarial pj;343979,97;0,149;12;632;3995,26;45;Atraso Crítico (31-90d)
CTR-50392;2024-12-30;Cliente_10142;ES;Internet Banking;Financiamento Veicular;162980,71;0,1711;60;699;31716,51;0;Em Dia
CTR-50393;25/01/2024;Cliente_10143;rj;Correspondente Bancário;empréstimo empresarial pj;415677,2;0,1747;36;342;11139,74;15;Atraso Curto (1-30d)
CTR-50394;2023-02-10;Cliente_10144;GO;App Mobile;Cartão de Credito rotativo;3437,15;0,6582;36;638;34842,24;0;Em Dia
CTR-50395;2025-07-02;Cliente_10145;SC;Internet Banking;crédito pessoal;7636,81;0,3468;60;456;19387,13;15;Atraso Curto (1-30d)
CTR-50396;2024-02-11;Cliente_10146;SP;Internet Banking;financiamento imobiliário;743954,39;0,1169;48;483;7465,38;15;Atraso Curto (1-30d)
CTR-50397;2024-04-20;Cliente_10147;ES;Correspondente Bancário;Credito Pessoal;34961,43;0,4032;60;480;25260,39;45;Atraso Crítico (31-90d)
CTR-50398;2023-06-13;Cliente_10148;SC;Internet Banking;Credito Pessoal;31944,05;0,3491;24;803;4644,88;0;Em Dia
CTR-50399;26/06/2024;Cliente_10149;ES;Internet Banking;financiamento veicular;118316,55;0,2018;36;707;16590,66;0;Em Dia
CTR-50400;14/11/2023;Cliente_10150;SP;App Mobile;Empréstimo Empresarial PJ;261695,37;0,1496;48;771;10226,96;0;Em Dia
CTR-50401;2025-02-13;Cliente_10151;GO;App Mobile;Financiamento Imobiliário;773444,0;0,1138;60;573;19700,75;0;Em Dia
CTR-50402;06/07/2025;Cliente_10152;ES;Internet Banking;cartão de crédito rotativo;16601,53;0,4609;36;815;5249,38;0;Em Dia
CTR-50403;2024-12-13;Cliente_10153;MG;App Mobile;Empréstimo Empresarial PJ;236502,06;0,1907;60;761;32031,16;5;Atraso Curto (1-30d)
CTR-50404;12/12/2024;Cliente_10154;ES;Correspondente Bancário;Credito Pessoal;6190,55;0,3739;48;575;3794,32;10;Atraso Curto (1-30d)
CTR-50405;27/09/2024;Cliente_10155;SP;Correspondente Bancário;empréstimo empresarial pj;410195,72;0,2336;60;652;13653,71;0;Em Dia
CTR-50406;14/10/2023;Cliente_10156;sc;Correspondente Bancário;financiamento veicular;78795,4;0,1427;60;684;11750,18;0;Em Dia
CTR-50407;2023-10-28;Cliente_10157; ES ;Agência Física;Financiamento Veicular;150402,91;0,2774;36;445;15609,91;15;Atraso Curto (1-30d)
CTR-50408;06/04/2025;Cliente_10158;ce;App Mobile;Financiamento Imobiliário;845689,55;0,0913;360;481;25573,68;15;Atraso Curto (1-30d)
CTR-50409;24/08/2024;Cliente_10159; CE ;Correspondente Bancário;Empréstimo Empresarial PJ;155213,32;0,1767;12;733;6851,46;120;Inadimplente / NPL (>90d)
CTR-50410;2025-08-10;Cliente_10160;ES;Internet Banking;Credito Pessoal;12923,43;0,3912;24;543;17723,58;90;Atraso Crítico (31-90d)
CTR-50411;2023-11-11;Cliente_10161;MG;Internet Banking;Cartão de Credito rotativo;4682,21;0,731;12;686;19819,39;5;Atraso Curto (1-30d)
CTR-50412;23/01/2024;Cliente_10162;CE;Correspondente Bancário;Cartão de Credito rotativo;8646,38;0,763;36;714;28810,75;0;Em Dia
CTR-50413;2023-11-05;Cliente_10163;PE;Correspondente Bancário;Financiamento Veicular;165260,59;0,2495;60;548;14754,46;10;Atraso Curto (1-30d)
CTR-50414;2024-10-08;Cliente_10164; SP ;Internet Banking;Cartão de Credito rotativo;3852,46;0,8028;24;775;30105,84;0;Em Dia
CTR-50415;2025-04-12;Cliente_10165;df;Agência Física;Financiamento Veicular;157944,29;0,1468;48;602;14334,57;10;Atraso Curto (1-30d)
CTR-50416;29/05/2023;Cliente_10166;SC;Agência Física;Empréstimo Empresarial PJ;198753,01;0,2357;24;441;27857,54;0;Em Dia
CTR-50417;30/01/2023;Cliente_10167;SC;App Mobile;Empréstimo Empresarial PJ;257571,65;0,1683;24;493;3668,65;15;Atraso Curto (1-30d)
CTR-50418;2024-07-11;Cliente_10168;ES;App Mobile;Financiamento Veicular;156403,61;0,1604;48;545;3496,39;15;Atraso Curto (1-30d)
CTR-50419;11/02/2025;Cliente_10169;SC;Correspondente Bancário;Cartão de Credito rotativo;4161,5;0,7152;48;541;30174,22;35;Atraso Crítico (31-90d)
CTR-50420;25/05/2024;Cliente_10170;DF;Agência Física;Cartão de Credito rotativo;18759,64;0,4869;48;512;6176,44;10;Atraso Curto (1-30d)
CTR-50421;2023-11-23;Cliente_10171;RS;Internet Banking;Financiamento Veicular;26297,66;0,2553;36;392;23104,35;95;Inadimplente / NPL (>90d)
CTR-50422;01/02/2024;Cliente_10172;RJ;App Mobile;Cartão de Credito rotativo;6068,33;0,7355;24;686;33444,09;20;Atraso Curto (1-30d)
CTR-50423;30/05/2025;Cliente_10173;ES;Internet Banking;Financiamento Veicular;30640,35;0,2697;48;696;18327,8;0;Em Dia
CTR-50424;2023-12-30;Cliente_10174;MG;Agência Física;Credito Pessoal;23362,04;0,3279;60;681;22218,17;0;Em Dia
CTR-50425;14/03/2023;Cliente_10175;RJ;Correspondente Bancário;Financiamento Veicular;50489,88;0,1618;36;686;10167,28;0;Em Dia
CTR-50426;25/03/2023;Cliente_10176;PE;App Mobile;Credito Pessoal;16272,45;0,1898;36;572;11235,97;10;Atraso Curto (1-30d)
CTR-50427;06/08/2025;Cliente_10177;RS;Internet Banking;financiamento veicular;117364,58;0,2108;48;489;15229,38;0;Em Dia
CTR-50428;09/07/2024;Cliente_10178;GO;Correspondente Bancário;Financiamento Veicular;126636,74;0,1918;48;522;29107,39;90;Atraso Crítico (31-90d)
CTR-50429;2025-07-17;Cliente_10179;SP;Correspondente Bancário;Financiamento Imobiliário;884901,57;0,0917;72;439;3027,31;95;Inadimplente / NPL (>90d)
CTR-50430;2024-08-04;Cliente_10180;BA;App Mobile;Financiamento Veicular;76948,04;0,235;36;751;11362,65;0;Em Dia
CTR-50431;16/06/2025;Cliente_10181;PR;App Mobile;Credito Pessoal;33601,93;0,3535;12;524;7841,39;0;Em Dia
CTR-50432;09/01/2025;Cliente_10182;RJ;Correspondente Bancário;Credito Pessoal;32680,58;0,3641;48;437;33281,07;15;Atraso Curto (1-30d)
CTR-50433;29/08/2023;Cliente_10183; PE ;Agência Física;Credito Pessoal;8671,72;0,235;36;551;18289,32;0;Em Dia
CTR-50434;06/05/2025;Cliente_10184;MG;App Mobile;financiamento imobiliário;705734,06;0,1165;48;481;8448,28;0;Em Dia
CTR-50435;2024-04-21;Cliente_10185;es;Internet Banking;Financiamento Imobiliário;491263,28;0,1133;360;464;7815,66;15;Atraso Curto (1-30d)
CTR-50436;2023-06-03;Cliente_10186;MG;Agência Física;Financiamento Imobiliário;565016,41;0,0977;72;406;18478,54;0;Em Dia
CTR-50437;2023-08-11;Cliente_10187;BA;App Mobile;Cartão de Credito rotativo;18192,26;0,6151;12;634;3287,43;15;Atraso Curto (1-30d)
CTR-50438;16/11/2024;Cliente_10188;sp;Correspondente Bancário;Financiamento Imobiliário;763279,46;0,0893;24;843;18529,99;45;Atraso Crítico (31-90d)
CTR-50439;07/09/2024;Cliente_10189;PE;Correspondente Bancário;Financiamento Veicular;173783,78;0,2133;36;358;29828,91;45;Atraso Crítico (31-90d)
CTR-50440;2023-06-07;Cliente_10190;BA;Agência Física;Financiamento Veicular;128022,44;0,1478;12;343;32051,9;45;Atraso Crítico (31-90d)
CTR-50441;28/07/2023;Cliente_10191;MG;Correspondente Bancário;Financiamento Veicular;110016,45;0,2229;36;838;23506,7;0;Em Dia
CTR-50442;24/04/2024;Cliente_10192;GO;Internet Banking;Financiamento Veicular;176576,82;0,2445;48;534;12680,57;45;Atraso Crítico (31-90d)
CTR-50443;2023-03-24;Cliente_10193;PE;Correspondente Bancário;Empréstimo Empresarial PJ;482930,07;0,1314;24;340;33388,22;15;Atraso Curto (1-30d)
CTR-50444;28/06/2023;Cliente_10194;PR;Agência Física;Financiamento Imobiliário;762982,53;0,104;24;449;17924,68;15;Atraso Curto (1-30d)
CTR-50445;2025-06-23;Cliente_10195;DF;App Mobile;Financiamento Imobiliário;453709,63;0,1218;24;671;7838,92;15;Atraso Curto (1-30d)
CTR-50446;18/01/2024;Cliente_10196;SP;Internet Banking;Empréstimo Empresarial PJ;492573,86;0,197;12;676;12933,5;120;Inadimplente / NPL (>90d)
CTR-50447;30/08/2023;Cliente_10197;MG;Correspondente Bancário;Cartão de Credito rotativo;9960,97;0,5426;12;465;5105,21;0;Em Dia
CTR-50448;2025-04-30;Cliente_10198;SP;Correspondente Bancário;Empréstimo Empresarial PJ;81134,31;0,1961;36;590;16992,04;90;Atraso Crítico (31-90d)
CTR-50449;12/08/2023;Cliente_10199;PE;Correspondente Bancário;empréstimo empresarial pj;497743,11;0,242;60;480;21574,72;45;Atraso Crítico (31-90d)
CTR-50450;16/10/2023;Cliente_10200;BA;Internet Banking;Financiamento Imobiliário;191588,72;0,1009;36;615;16272,8;0;Em Dia
CTR-50451;2024-02-13;Cliente_10201;ba;App Mobile;Cartão de Credito rotativo;15141,31;0,814;36;539;13696,97;10;Atraso Curto (1-30d)
CTR-50452;26/05/2024;Cliente_10202;GO;App Mobile;Credito Pessoal;5195,33;0,446;60;535;5772,78;10;Atraso Curto (1-30d)
CTR-50453;09/03/2023;Cliente_10203;PR;App Mobile;Financiamento Veicular;106639,47;0,1553;36;745;8500,73;0;Em Dia
CTR-50454;03/02/2025;Cliente_10204;sc;App Mobile;Financiamento Imobiliário;828641,74;0,1252;36;777;27483,16;15;Atraso Curto (1-30d)
CTR-50455;2023-03-27;Cliente_10205;GO;App Mobile;Credito Pessoal;6398,24;0,3262;36;832;31242,15;0;Em Dia
CTR-50456;2023-08-27;Cliente_10206; DF ;Agência Física;Cartão de Credito rotativo;9182,57;0,7229;48;715;20102,22;0;Em Dia
CTR-50457;2024-10-15;Cliente_10207;pr;Correspondente Bancário;Financiamento Veicular;42759,47;0,1415;36;679;10259,12;0;Em Dia
CTR-50458;09/06/2024;Cliente_10208; BA ;Correspondente Bancário;Empréstimo Empresarial PJ;462083,66;0,2356;12;326;27955,58;45;Atraso Crítico (31-90d)
CTR-50459;18/02/2024;Cliente_10209;DF;App Mobile;Financiamento Imobiliário;902769,58;0,1184;36;721;31497,14;45;Atraso Crítico (31-90d)
CTR-50460;2023-08-06;Cliente_10210;df;Internet Banking;Financiamento Veicular;112884,29;0,1682;48;620;13525,98;90;Atraso Crítico (31-90d)
CTR-50461;26/11/2023;Cliente_10211; BA ;Correspondente Bancário;Financiamento Imobiliário;511211,57;0,0973;24;638;27524,54;120;Inadimplente / NPL (>90d)
CTR-50462;2024-09-23;Cliente_10212;GO;Correspondente Bancário;Financiamento Imobiliário;262172,86;0,1094;24;636;3132,04;15;Atraso Curto (1-30d)
CTR-50463;2024-09-11;Cliente_10213;rs;Agência Física;Financiamento Imobiliário;301469,29;0,1148;60;700;24289,8;0;Em Dia
CTR-50464;2024-04-09;Cliente_10214;DF;Internet Banking;Empréstimo Empresarial PJ;50182,1;0,2398;12;553;9276,93;120;Inadimplente / NPL (>90d)
CTR-50465;2025-06-13;Cliente_10215;pe;App Mobile;Financiamento Veicular;30688,53;0,1908;60;487;4132,54;45;Atraso Crítico (31-90d)
CTR-50466;2025-08-08;Cliente_10216; BA ;Correspondente Bancário;financiamento imobiliário;790654,94;0,112;120;627;11436,99;0;Em Dia
CTR-50467;2023-02-28;Cliente_10217;MG;Agência Física;Financiamento Imobiliário;728842,76;0,1373;60;577;9644,12;45;Atraso Crítico (31-90d)
CTR-50468;07/10/2023;Cliente_10218;MG;App Mobile;Credito Pessoal;19653,72;0,4056;36;773;16742,37;0;Em Dia
CTR-50469;02/03/2024;Cliente_10219;RS;Correspondente Bancário;Cartão de Credito rotativo;11259,66;0,5968;36;645;12496,33;90;Atraso Crítico (31-90d)
CTR-50470;2024-03-29;Cliente_10220;ba;Internet Banking;Credito Pessoal;25208,53;0,4301;24;352;10811,16;120;Inadimplente / NPL (>90d)
CTR-50471;08/02/2025;Cliente_10221;PR;App Mobile;Credito Pessoal;17995,91;0,2011;24;632;6214,03;0;Em Dia
CTR-50472;2024-01-12;Cliente_10222;MG;App Mobile;Financiamento Veicular;84933,22;0,2788;12;823;12029,29;15;Atraso Curto (1-30d)
CTR-50473;23/01/2024;Cliente_10223;MG;Correspondente Bancário;Financiamento Veicular;122266,54;0,2715;36;352;5062,0;45;Atraso Crítico (31-90d)
CTR-50474;10/05/2025;Cliente_10224;RJ;Correspondente Bancário;Financiamento Imobiliário;480394,41;0,1229;36;637;34259,3;15;Atraso Curto (1-30d)
CTR-50475;14/02/2025;Cliente_10225;GO;Agência Física;Financiamento Veicular;97473,81;0,1677;24;385;15483,87;15;Atraso Curto (1-30d)
CTR-50476;2023-11-17;Cliente_10226;SC;App Mobile;Empréstimo Empresarial PJ;260485,65;0,1381;48;363;8148,56;45;Atraso Crítico (31-90d)
CTR-50477;07/01/2025;Cliente_10227;MG;Agência Física;financiamento imobiliário;602413,16;0,1313;72;456;34169,89;45;Atraso Crítico (31-90d)
CTR-50478;17/07/2025;Cliente_10228;MG;Correspondente Bancário;Empréstimo Empresarial PJ;486578,03;0,2137;48;786;34492,64;0;Em Dia
CTR-50479;2024-07-02;Cliente_10229;rs;App Mobile;Financiamento Imobiliário;438136,95;0,1183;72;379;5385,1;120;Inadimplente / NPL (>90d)
CTR-50480;2023-06-19;Cliente_10230;es;Internet Banking;Credito Pessoal;17266,84;0,3077;36;355;31850,27;95;Inadimplente / NPL (>90d)
CTR-50481;2023-02-19;Cliente_10231;DF;App Mobile;Cartão de Credito rotativo;18552,1;0,5159;48;655;33922,0;5;Atraso Curto (1-30d)
CTR-50482;2024-12-25;Cliente_10232;ES;App Mobile;Cartão de Credito rotativo;8618,43;0,5677;24;430;33139,72;15;Atraso Curto (1-30d)
CTR-50483;30/10/2023;Cliente_10233;RS;Agência Física;Credito Pessoal;17835,67;0,2802;60;631;7424,91;0;Em Dia
CTR-50484;19/09/2023;Cliente_10234;CE;Agência Física;Credito Pessoal;34440,14;0,2738;24;471;23455,16;0;Em Dia
CTR-50485;19/07/2025;Cliente_10235;pr;App Mobile;Empréstimo Empresarial PJ;203407,15;0,1721;36;808;17023,69;0;Em Dia
CTR-50486;02/12/2023;Cliente_10236;MG;Agência Física;Empréstimo Empresarial PJ;284455,72;0,1849;36;412;10884,34;95;Inadimplente / NPL (>90d)
CTR-50487;01/04/2024;Cliente_10237;pe;Correspondente Bancário;Financiamento Imobiliário;629118,72;0,1285;360;846;20255,2;0;Em Dia
CTR-50488;2025-04-27;Cliente_10238;PR;Correspondente Bancário;Financiamento Imobiliário;711383,19;0,1361;36;711;7829,63;45;Atraso Crítico (31-90d)
CTR-50489;2023-10-01;Cliente_10239;PE;Correspondente Bancário;Financiamento Veicular;170975,95;0,2067;24;326;11388,86;15;Atraso Curto (1-30d)
CTR-50490;24/09/2023;Cliente_10240;DF;Agência Física;Financiamento Veicular;140882,8;0,173;24;637;20331,56;10;Atraso Curto (1-30d)
CTR-50491;2024-12-15;Cliente_10241;BA;Correspondente Bancário;Financiamento Imobiliário;702182,43;0,093;36;810;8368,25;15;Atraso Curto (1-30d)
CTR-50492;2024-07-08;Cliente_10242;PR;App Mobile;Financiamento Imobiliário;387229,67;0,0852;24;538;32041,8;120;Inadimplente / NPL (>90d)
CTR-50493;06/09/2023;Cliente_10243;ES;Agência Física;crédito pessoal;29098,52;0,233;48;736;20423,24;20;Atraso Curto (1-30d)
CTR-50494;2024-09-27;Cliente_10244;SC;Correspondente Bancário;empréstimo empresarial pj;276385,39;0,1782;24;612;22658,02;120;Inadimplente / NPL (>90d)
CTR-50495;28/10/2024;Cliente_10245;PR;Internet Banking;crédito pessoal;9909,76;0,2289;12;633;5310,81;35;Atraso Crítico (31-90d)
CTR-50496;2024-02-02;Cliente_10246;DF;Agência Física;Credito Pessoal;12868,79;0,2659;12;361;33581,4;45;Atraso Crítico (31-90d)
CTR-50497;09/06/2023;Cliente_10247;GO;Correspondente Bancário;empréstimo empresarial pj;235726,15;0,1408;48;690;7821,73;120;Inadimplente / NPL (>90d)
CTR-50498;2025-08-26;Cliente_10248; CE ;App Mobile;Credito Pessoal;5125,37;0,184;12;624;12007,67;10;Atraso Curto (1-30d)
CTR-50499;2023-07-15;Cliente_10249;CE;App Mobile;empréstimo empresarial pj;178322,4;0,2156;12;662;30276,46;45;Atraso Crítico (31-90d)
CTR-50500;2024-01-26;Cliente_10250;CE;Agência Física;financiamento veicular;119891,36;0,202;36;541;30290,97;10;Atraso Curto (1-30d)
CTR-50501;2025-03-31;Cliente_10001;GO;App Mobile;financiamento veicular;133041,0;0,1668;24;621;13006,54;45;Atraso Crítico (31-90d)
CTR-50502;2024-01-31;Cliente_10002;SC;Correspondente Bancário;Financiamento Veicular;97599,75;0,2302;12;627;5568,08;15;Atraso Curto (1-30d)
CTR-50503;01/07/2023;Cliente_10003; RJ ;Agência Física;Financiamento Veicular;101404,43;0,236;24;397;17292,42;120;Inadimplente / NPL (>90d)
CTR-50504;21/01/2023;Cliente_10004;MG;Correspondente Bancário;Financiamento Veicular;82325,93;0,1797;48;750;3184,16;15;Atraso Curto (1-30d)
CTR-50505;2023-10-07;Cliente_10005;SP;Correspondente Bancário;Financiamento Veicular;147892,93;0,2157;48;747;34849,16;5;Atraso Curto (1-30d)
CTR-50506;07/11/2023;Cliente_10006;ba;Internet Banking;Financiamento Imobiliário;165684,97;0,136;48;765;22131,43;0;Em Dia
CTR-50507;02/11/2023;Cliente_10007;BA;App Mobile;Credito Pessoal;7499,89;0,229;48;383;15878,51;95;Inadimplente / NPL (>90d)
CTR-50508;2023-10-23;Cliente_10008;DF;Agência Física;Financiamento Veicular;118461,66;0,2206;36;729;17468,5;0;Em Dia
CTR-50509;2023-10-20;Cliente_10009;RS;Internet Banking;Credito Pessoal;15183,73;0,3727;24;567;11343,83;10;Atraso Curto (1-30d)
CTR-50510;24/07/2023;Cliente_10010;PR;Agência Física;Cartão de Credito rotativo;14788,02;0,4778;60;496;8162,7;0;Em Dia
CTR-50511;2024-07-15;Cliente_10011;SC;Agência Física;Financiamento Veicular;107602,2;0,2043;12;706;21808,2;120;Inadimplente / NPL (>90d)
CTR-50512;2023-09-10;Cliente_10012;ES;Correspondente Bancário;Cartão de Credito rotativo;10785,12;0,6678;12;346;28440,73;15;Atraso Curto (1-30d)
CTR-50513;08/07/2024;Cliente_10013;PR;Internet Banking;Empréstimo Empresarial PJ;427066,71;0,1978;24;749;18296,49;45;Atraso Crítico (31-90d)
CTR-50514;2023-06-02;Cliente_10014;PE;Internet Banking;Financiamento Veicular;32412,19;0,2265;24;673;33090,74;5;Atraso Curto (1-30d)
CTR-50515;2024-07-23;Cliente_10015;SP;App Mobile;Empréstimo Empresarial PJ;269694,4;0,1219;60;733;19211,4;0;Em Dia
CTR-50516;2023-02-13;Cliente_10016;pr;App Mobile;Credito Pessoal;17551,03;0,3739;12;760;31879,55;0;Em Dia
CTR-50517;27/01/2023;Cliente_10017; SC ;Agência Física;Empréstimo Empresarial PJ;375538,29;0,2147;12;492;3034,78;0;Em Dia
CTR-50518;09/08/2025;Cliente_10018;BA;Internet Banking;Financiamento Imobiliário;351249,41;0,1045;360;658;7725,52;20;Atraso Curto (1-30d)
CTR-50519;2024-02-29;Cliente_10019;CE;Agência Física;Cartão de Credito rotativo;13516,04;0,7242;36;557;10784,33;0;Em Dia
CTR-50520;2025-05-25;Cliente_10020;DF;Internet Banking;Cartão de Credito rotativo;10340,85;0,7912;60;437;11837,21;45;Atraso Crítico (31-90d)
CTR-50521;19/07/2023;Cliente_10021;CE;Correspondente Bancário;Financiamento Imobiliário;776269,53;0,138;24;367;32294,66;95;Inadimplente / NPL (>90d)
CTR-50522;2025-02-21;Cliente_10022;DF;Internet Banking;crédito pessoal;20111,81;0,2763;60;401;28487,11;15;Atraso Curto (1-30d)
CTR-50523;2025-05-05;Cliente_10023; RJ ;Agência Física;Credito Pessoal;14732,44;0,3329;60;626;17586,17;0;Em Dia
CTR-50524;23/01/2024;Cliente_10024;es;Internet Banking;Financiamento Veicular;116612,21;0,156;36;466;30440,42;95;Inadimplente / NPL (>90d)
CTR-50525;22/03/2024;Cliente_10025;PR;Internet Banking;Cartão de Credito rotativo;2311,24;0,8275;48;368;3636,46;45;Atraso Crítico (31-90d)
CTR-50526;12/01/2023;Cliente_10026;MG;Correspondente Bancário;Cartão de Credito rotativo;8181,66;0,8086;24;421;15247,4;0;Em Dia
